danm_id,commercial_name,active,inscription_date,registry_number,nombre_comercial_second,status,formula,active_ingredient,concentration,pharmaceutical_form_name,pharmaceutical_company,level_price,range_price,minimum_price_presentation,maximum_price_presentation,ranges_prices
F038806102010,JALRA 50 mg COMPRIMIDOS,A,2010/10/06,F038806102010,JALRA 50 mg COMPRIMIDOS,A,VILDAGLIPTINA 50 mg. + VILDAGLIPTINA 50 mg.,VILDAGLIPTINA + VILDAGLIPTINA,50 mg. + 50 mg.,COMPRIMIDO,NOVARTIS FARMACEUTICA S.A.,0.67,0.67,37.47,37.47,$37.47 - $37.47
F038808072021,REMDESIVIR EVA PHARMA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN IV ,A,2021/07/08,,,,,,,,,,,,,
F038809072003,ONEMER 30 mg/1 mL SOLUCION INYECTABLE,A,2003/07/09,F038809072003,ONEMER 30 mg/1 mL SOLUCION INYECTABLE,A,KETOROLACO TROMETAMINA 30 mg.,KETOROLACO TROMETAMINA,30 mg.,SOLUCION INYECTABLE,"LABORATORIOS PISA, S.A. DE C.V. (CALLE 7, No. 1308)",3.19,3.19,9.56,9.56,$9.56 - $9.56
F038811082016,ROSUVASTATINA LA SANTÉ 20mg TABLETAS RECUBIERTAS,A,2016/08/11,F038811082016,ROSUVASTATINA LA SANTÉ 20mg TABLETAS RECUBIERTAS,A,Rosuvastatina cálcica 20.78 mg.,Rosuvastatina cálcica,20.78 mg.,TABLETA RECUBIERTA,LABORATORIOS LA SANTE S.A.,,,28.28,28.28,$28.28 - $28.28
F038812072006,DIPIRIDAMOL VIJOSA 5 mg/mL SOLUCION INYECTABLE,A,2006/07/12,F038812072006,DIPIRIDAMOL VIJOSA 5 mg/mL SOLUCION INYECTABLE,A,DIPIRIDAMOL 5 mg.,DIPIRIDAMOL,5 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
F038818062020,"DAVINTEX 120 mg MEGALABS, COMPRIMIDOS RECUBIERTOS",A,2020/06/18,F038818062020,"DAVINTEX 120 mg MEGALABS, COMPRIMIDOS RECUBIERTOS",A,Etoricoxib 120 mg.,Etoricoxib,120 mg.,COMPRIMIDO RECUBIERTO,MEGA LABS S.A.,,,,,
F038818082022,DOLOGRIP PM CAPSULAS DE GELATINA BLANDA,A,2022/08/18,,,,,,,,,,,,,
F038818102018,DOLONEC CREMA,A,2018/10/18,F038818102018,DOLONEC CREMA,A,Salicilato de metilo 5.91 ml. + ALCANFOR 6000 mg. + EUCALIPTOL 400 mg. + Gomenol 400 mg. + DL-MENTOL 1800 mg.,Salicilato de metilo + ALCANFOR + EUCALIPTOL + Gomenol + DL-MENTOL,5.91 ml. + 6000 mg. + 400 mg. + 400 mg. + 1800 mg.,CREMA,LABORATORIO FARMACEUTICO ENMILEN,0.04,0.04,4.67,4.67,$4.67 - $4.67
F038825072019,DEXKETOPROFENO VIJOSA 50mg/2mL SOLUCION INYECTABLE,A,2019/07/25,F038825072019,DEXKETOPROFENO INYECTABLE VIJOSA 50mg/2mL,A,Dexketoprofeno trometamol 73.82 mg.,Dexketoprofeno trometamol,73.82 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
F038827082015,CLOPIDOGREL 75mg TABLETAS LANDSTEINERSCIENTIFIC,A,2015/08/27,,,,,,,,,,,,,
F038829072009,LORAZEPAM VIJOSA 2mg/mL SOLUCION INYECTABLE,A,2009/07/29,F038829072009,LORAZEPAM VIJOSA 2mg/mL SOLUCION INYECTABLE,A,Lorazepam 2 mg.,Lorazepam,2 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,,,,,
F038830052013,NITAZOXANIDA 100mg/5mL LA SANTE POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,A,2013/05/30,F038830052013,NITAZOXANIDA 100mg/5mL LA SANTE POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,A,NITAZOXANIDA 2 g.,NITAZOXANIDA,2 g.,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,LABORATORIOS LA SANTE S.A.,0.17,0.17,5.07,10.18,$5.07 - $10.18
F038904092014,PARA-DENK 250 mg SUPOSITORIOS,A,2014/09/04,F038904092014,PARA-DENK 250 mg SUPOSITORIOS,A,PARACETAMOL  250 mg.,PARACETAMOL ,250 mg.,SUPOSITORIO,RUBIEPHARM ARZNEIMITTEL GMBH,0.66,0.66,6.61,6.61,$6.61 - $6.61
F038905092007,PROLANZ 5 mg TABLETA RECUBIERTA,A,2007/09/05,F038905092007,PROLANZ 5 mg TABLETA RECUBIERTA,A,Olanzapina 5 mg.,Olanzapina,5 mg.,TABLETA RECUBIERTA,PROCAPS S.A.,1.83,1.83,34.02,34.38,$34.02 - $34.38
F038906102010,KILLIUM TABLETA  RECUBIERTA,A,2010/10/06,F038906102010,KILLIUM TABLETA  RECUBIERTA,A,Dexketoprofeno 25 mg.,Dexketoprofeno,25 mg.,TABLETA RECUBIERTA,LABORATORIO FARMACEUTICO PAILL,0.72,0.72,11.95,35.03,$11.95 - $35.03
F038908072021,"CLARITROMICINA 500MG APEX, TABLETA RECUBIERTA",A,2021/07/08,,,,,,,,,,,,,
F038910082011,LEVOFLOX 500 mg TABLETAS,A,2011/08/10,F038910082011,LEVOFLOX 500 mg TABLETAS,A,LEVOFLOXACINA ANHIDRA 500 mg.,LEVOFLOXACINA ANHIDRA,500 mg.,TABLETA,"LABORATORIOS CAROSA, S.A. DE C.V.",1.99,1.99,26.39,26.77,$26.39 - $26.77
F038911082016,VALSARTAN + AMLODIPINO 160 mg + 5 mg MK® TABLETAS RECUBIERTAS ,A,2016/08/11,F038911082016,VALSARTAN + AMLODIPINO 160 mg + 5 mg MK® TABLETAS RECUBIERTAS ,A,Valsartán 160 mg. + Amlodipino 5 mg.,Valsartán + Amlodipino,160 mg. + 5 mg.,TABLETAS RECUBIERTAS,TECNOQUIMICAS S.A.,,,,,
F038918062020,BIRATO 250 mg TABLETA,A,2020/06/18,,,,,,,,,,,,,
F038918082022,NITROPRUSIATO DE SODIO SOLUCION INYECTABLE 25 mg/mL CAPLIN POINT ,A,2022/08/18,,,,,,,,,,,,,
F038918102018,SALOME (Nomegestrol Acetato 2.500 mg/Estradiol Hemidrato 1.50 mg) COMPRIMIDOS RECUBIERTOS.,A,2018/10/18,F038918102018,SALOME (Nomegestrol Acetato 2.500 mg/Estradiol Hemidrato 1.50 mg) COMPRIMIDOS RECUBIERTOS.,A,Estradiol hemihidrato 1.55 mg. + Acetato de Nomegestrol 2.5 mg.,Estradiol hemihidrato + Acetato de Nomegestrol,1.55 mg. + 2.5 mg.,COMPRIMIDOS RECUBIERTOS,URUFARMA S.A.,0.72,0.72,20.11,20.26,$20.11 - $20.26
F038925072019,"BRIZOLAM, SOLUCIÓN OFTALMICA",A,2019/07/25,F038925072019,"BRIZOLAM, SOLUCIÓN OFTALMICA",A,Dorzolamida Clorhidrato 20 mg. + Timolol 5 mg. + Brimonidina tartrato 2 mg.,Dorzolamida Clorhidrato + Timolol + Brimonidina tartrato,20 mg. + 5 mg. + 2 mg.,SOLUCION OFTALMICA,PHARMAYECT S.A.,,,,,
F038926102017,VALPROATO SODICO TABLETAS BP 500 mg INTERMED,A,2017/10/26,F038926102017,VALPROATO SODICO TABLETAS BP 500 mg INTERMED,A,Valproato de sodio 500 mg.,Valproato de sodio,500 mg.,TABLETAS RECUBIERTAS,INTERMED,,,,,
F038929072009,EXTRACTO SEMILLA DE CARDO MARIANO GNC 200 mg CAPSULAS,A,2009/07/29,F038929072009,EXTRACTO SEMILLA DE CARDO MARIANO GNC 200 mg CAPSULAS,A,EXTRACTO DE SEMILLA DE CARDO MARIANO 200 mg.,EXTRACTO DE SEMILLA DE CARDO MARIANO,200 mg.,CAPSULA,NUTRA MANUFACTURING INC.,0.34,0.34,34.5,60.17,$34.50 - $60.17
F038930052013,FÓRMULA 2 COMPLEJO MULTIVITAMINICO FORMULA 2 MULTIVITAMIN COMPLEX,A,2013/05/30,F038930052013,FÓRMULA 2 COMPLEJO MULTIVITAMINICO FORMULA 2 MULTIVITAMIN COMPLEX,A,VITAMINA B1 (MONONITRATO TIAMINA) 0.62 mg. + MOLIBDATO DE SODIO 9.13 mg. + OXIDO DE MAGNESIO 172.712 mg. + OXIDO DE COBRE 1.343 mg. + Pantotenato de calcio 2.61 mg. + FUMARATO FERROSO EN POLVO 16.489 mg. + SULFATO DE MANGANESO MONOHIDRATO 5.45 mg. + L-SELENOMETIONINA 5.06 mg. + FRUTAS CITRICAS BIOFLAVONOIDES EN POLVO 0.5 mg. + CLORURO DE CROMO 7 mg. + INOSOTOL 1 mg. + ACETATO DE DL-ALFA TOCOFERILO 10.5mg 10.5 mg. + Carbonato de calcio 762.87 mg. + Licopeno 1.98 mg. + ZANAHORIA EN POLVO (RAIZ DAUCUS CAROTA) 0.5 mg. + COCOA EN POLVO 6 mg. + Folacina 0.841 mg. + Colecalciferol 0.87 mg. + Cianocobalamina 0.108 mg. + NIACINA 6.3 mg. + Betacaroteno 11.17 mg. + Sulfato de zinc monohidrato 14.17 mg. + ESPINACA EN POLVO 0.5 mg. + YODURO DE POTASIO 1.667 mg. + LUTEINA 1.98 mg. + PIRIDOXINA 0.98 mg. + RIVOFLAVINA 0.57 mg. + ACIDO ASCORBICO 23.709 mg. + BITARTRATO DE COLINA 1 mg. + BIOTINA 6 mg. + EXTRACTO DE CASCARA DE UVA 0.5 mg.,VITAMINA B1 (MONONITRATO TIAMINA) + MOLIBDATO DE SODIO + OXIDO DE MAGNESIO + OXIDO DE COBRE + Pantotenato de calcio + FUMARATO FERROSO EN POLVO + SULFATO DE MANGANESO MONOHIDRATO + L-SELENOMETIONINA + FRUTAS CITRICAS BIOFLAVONOIDES EN POLVO + CLORURO DE CROMO + INOSOTOL + ACETATO DE DL-ALFA TOCOFERILO 10.5mg + Carbonato de calcio + Licopeno + ZANAHORIA EN POLVO (RAIZ DAUCUS CAROTA) + COCOA EN POLVO + Folacina + Colecalciferol + Cianocobalamina + NIACINA + Betacaroteno + Sulfato de zinc monohidrato + ESPINACA EN POLVO + YODURO DE POTASIO + LUTEINA + PIRIDOXINA + RIVOFLAVINA + ACIDO ASCORBICO + BITARTRATO DE COLINA + BIOTINA + EXTRACTO DE CASCARA DE UVA,0.62 mg. + 9.13 mg. + 172.712 mg. + 1.343 mg. + 2.61 mg. + 16.489 mg. + 5.45 mg. + 5.06 mg. + 0.5 mg. + 7 mg. + 1 mg. + 10.5 mg. + 762.87 mg. + 1.98 mg. + 0.5 mg. + 6 mg. + 0.841 mg. + 0.87 mg. + 0.108 mg. + 6.3 mg. + 11.17 mg. + 14.17 mg. + 0.5 mg. + 1.667 mg. + 1.98 mg. + 0.98 mg. + 0.57 mg. + 23.709 mg. + 1 mg. + 6 mg. + 0.5 mg.,TABLETAS,"NUTRA MANUFACTURING, LLC.",,,,,
F039001112018,DOCETAXEL  UNIPHARM 80mg/8mL SOLUCION INYECTABLE,A,2018/11/01,F039001112018,DOCETAXEL  UNIPHARM 80mg/8mL SOLUCION INYECTABLE,A,Docetaxel anhidro 80 mg.,Docetaxel anhidro,80 mg.,SOLUCION INYECTABLE,"IMA, S.A.I.C",,,,,
F039004092014,TORASEMIDA DENK 10 mg COMPRIMIDOS,A,2014/09/04,F039004092014,TORASEMIDA DENK 10 mg COMPRIMIDOS,A,TORASEMIDA 10 mg.,TORASEMIDA,10 mg.,COMPRIMIDOS,DENK PHARMA GMBH & CO. KG,0.5,0.5,14.97,14.97,$14.97 - $14.97
F039005092007,METFORMINA GENFAR 850 mg COMPRIMIDOS RECUBIERTOS,A,2007/09/05,F039005092007,METFORMINA GENFAR 850 mg COMPRIMIDOS RECUBIERTOS,A,Metformina clorhidrato 850 mg.,Metformina clorhidrato,850 mg.,TABLETA,"SANOFI AVENTIS DE COLOMBIA, S.A.",0.29,0.29,8.85,8.85,$8.85 - $8.85
F039008072021,Pisarpek 100 mg/mL Solucion,A,2021/07/08,,,,,,,,,,,,,
F039010082011,ALERCET D 15 mg/5 mg CAPSULAS,A,2011/08/10,F039010082011,ALERCET D 15 mg/5 mg CAPSULAS,A,Clorhidrato de fenilefrina 75 mg. + CETIRIZINA DICLORHIDRATO 78.5 mg. + Clorhidrato de fenilefrina 75 mg. + CETIRIZINA DICLORHIDRATO 78.5 mg.,Clorhidrato de fenilefrina + CETIRIZINA DICLORHIDRATO + Clorhidrato de fenilefrina + CETIRIZINA DICLORHIDRATO,75 mg. + 78.5 mg. + 75 mg. + 78.5 mg.,CAPSULA,"NOVOCAP, S.A. (EDIFICIO I)",0.86,0.86,8.61,8.61,$8.61 - $8.61
F039013092012,CLOPIDOGREL LA SANTÉ 75 MG TABLETAS RECUBIERTAS,A,2012/09/13,F039013092012,CLOPIDOGREL LA SANTÉ 75 MG TABLETAS RECUBIERTAS,A,Clopidogrel 97.854 mg.,Clopidogrel,97.854 mg.,TABLETAS RECUBIERTAS,LABORATORIOS LA SANTE S.A.,1.29,1.29,18.02,18.02,$18.02 - $18.02
F039018062020,CORTILONE 50 mg TABLETA,A,2020/06/18,F039018062020,CORTILONE 50 mg TABLETA,A,Prednisolona 50 mg.,Prednisolona,50 mg.,TABLETA,"LABORATORIOS CAROSA, S.A. DE C.V.",,,,,
F039025082022,RIVAROXABAN 10 mg TABLETAS RECUBIERTAS - HETERO,A,2022/08/25,,,,,,,,,,,,,
F039026102017,TAZAROL RAPID 25 mg CAPSULAS BLANDAS,A,2017/10/26,F039026102017,TAZAROL RAPID 25 mg CAPSULAS BLANDAS,A,Dexketoprofeno trometamol 36.9 mg.,Dexketoprofeno trometamol,36.9 mg.,CAPSULAS BLANDAS,DROMEX SRL. (1),0.49,0.49,4.88,4.88,$4.88 - $4.88
F039029072009,MARTESIA 75 CAPSULAS,A,2009/07/29,F039029072009,MARTESIA 75 CAPSULAS,A,PREGABALINA 75 mg. + PREGABALINA 75 mg.,PREGABALINA + PREGABALINA,75 mg. + 75 mg.,CAPSULA,MEGA LABS S.A.,1.72,1.72,25.66,40.49,$25.66 - $40.49
F039101112018,GICAP JARABE,A,2018/11/01,F039101112018,GICAP LASCA JARABE,A,Desloratadina 2.5 mg.,Desloratadina,2.5 mg.,JARABE,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,0.14,0.14,7.5,15.99,$7.50 - $15.99
F039104092014,AZITROSIL SUSPENSION ORAL 200 mg/5 mL,A,2014/09/04,F039104092014,AZITROSIL SUSPENSION ORAL 200 mg/5 mL,A,AZITROMICINA DIHIDRATO 209.61 mg.,AZITROMICINA DIHIDRATO,209.61 mg.,POLVO PARA SUSPENSIÓN,"WEXFORD LABORATORIES, PVT. LTD. (PLOT No. 18)  ",0.83,0.83,24.75,24.75,$24.75 - $24.75
F039106102010,RINOKEM D (5mg/5mg)/5mL JARABE,A,2010/10/06,F039106102010,RINOKEM D (5mg/5mg)/5mL JARABE,A,Clorhidrato de fenilefrina 5 mg/5ml + CETIRIZINA DICLORHIDRATO 5 mg/5ml,Clorhidrato de fenilefrina + CETIRIZINA DICLORHIDRATO,5 mg/5ml + 5 mg/5ml,JARABE,LABORATORIOS MEDIKEM,0.12,0.12,4.99,7.15,$4.99 - $7.15
F039108072021,"Verdye Verde de Indocianina 25 mg, polvo para solución inyectable",A,2021/07/08,,,,,,,,,,,,,
F039117092008,CELSENTRI 300mg TABLETAS RECUBIERTAS,A,2008/09/17,F039117092008,CELSENTRI 300mg TABLETAS RECUBIERTAS,A,MARAVIROC 300 mg.,MARAVIROC,300 mg.,TABLETAS RECUBIERTAS,PFIZER MANUFACTURING DEUTSCHLAND GMBH,,,,,
F039118062020,LOSARTAN + HIDROCLOROTIAZIDA TABLETA RECUBIERTA 50 mg + 12.5 mg ARGUS SALUD,A,2020/06/18,F039118062020,LOSARTAN + HIDROCLOROTIAZIDA TABLETA RECUBIERTA 50 mg + 12.5 mg ARGUS SALUD,A,Losartán potásico 50 mg. + Hidroclorotiazida 12.5 mg.,Losartán potásico + Hidroclorotiazida,50 mg. + 12.5 mg.,TABLETA RECUBIERTA,M/S CAPLIN POINT LABORATORIES LTD,,,,,
F039125072019,ADIMOD 800 mg TABLETA,A,2019/07/25,F039125072019,ADIMOD 800 mg TABLETA,A,Pidotimod 800 mg.,Pidotimod,800 mg.,TABLETA,"ARMSTRONG LABORATORIOS DE MEXICO, S.A. DE C.V.",,,54.1,54.1,$54.10 - $54.10
F039125082022,FARXIUM I.V. POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION,A,2022/08/25,,,,,,,,,,,,,
F039126102017,HIPERCOR D COMPRIMIDOS RECUBIERTOS,A,2017/10/26,F039126102017,HIPERCOR D LASCA COMPRIMIDOS RECUBIERTOS,A,Losartán potásico 50 mg. + HIDROCLOROTIAZIDA 12.5 mg. + Losartán potásico 50 mg. + HIDROCLOROTIAZIDA 12.5 mg.,Losartán potásico + HIDROCLOROTIAZIDA + Losartán potásico + HIDROCLOROTIAZIDA,50 mg. + 12.5 mg. + 50 mg. + 12.5 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,,,38.94,38.94,$38.94 - $38.94
F039127082015,PREDIAL PLUS 1000 mg TABLETAS DE LIBERACIÓN PROLONGADA,A,2015/08/27,F039127082015,PREDIAL PLUS 1000 mg TABLETAS DE LIBERACIÓN PROLONGADA,A,Metformina clorhidrato 1000 mg.,Metformina clorhidrato,1000 mg.,TABLETAS DE LIBERACION PROLONGADA,"LABORATORIOS SILANES, S.A. DE C.V.",,,,,
F039129072009,MARTESIA 150 CAPSULAS,A,2009/07/29,F039129072009,MARTESIA 150 CAPSULAS,A,PREGABALINA 150 mg. + PREGABALINA 150 mg.,PREGABALINA + PREGABALINA,150 mg. + 150 mg.,CAPSULA,MEGA LABS S.A.,1.15,1.15,21.52,44.42,$21.52 - $44.42
F039201112018,GICAP COMPRIMIDOS RECUBIERTOS,A,2018/11/01,F039201112018,GICAP LASCA COMPRIMIDOS RECUBIERTOS,A,Desloratadina 5 mg.,Desloratadina,5 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,0.96,0.96,9.58,9.58,$9.58 - $9.58
F039205092007,VITAMINA K ARSAL 10 mg/mL SOLUCION INYECTABLE,A,2007/09/05,F039205092007,VITAMINA K ARSAL 10 mg/mL SOLUCION INYECTABLE,A,Fitomenadiona 10 mg. + Fitomenadiona 10 mg.,Fitomenadiona + Fitomenadiona,10 mg. + 10 mg.,SOLUCION INYECTABLE,"LABORATORIOS ARSAL, S.A. DE C.V.",,,,,
F039208072021,ParaNor 10 mg/ml solución para perfusión,A,2021/07/08,,,,,,,,,,,,,
F039209072003,KETOROLACO TROMETAMINA VIJOSA 30mg/mL SOLUCION INYECTABLE,A,2003/07/09,F039209072003,KETOROLACO TROMETAMINA VIJOSA 30mg/mL SOLUCION INYECTABLE,A,KETOROLACO TROMETAMINA 30 mg.,KETOROLACO TROMETAMINA,30 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,2.04,2.04,2.51,179.94,$2.51 - $179.94
F039210082011,KIDI CORT 15mg/5mL SOLUCION,A,2011/08/10,F039210082011,KIDI CORT 15mg/5mL SOLUCION,A,Prednisolona 15 mg.,Prednisolona,15 mg.,SOLUCION,LABORATORIO ANCALMO,0.13,0.13,8.78,13.91,$8.78 - $13.91
F039213092012,BUDENA 200 mcg SUSPENSION EN AEROSOL PARA INHALACION ORAL LIBRE DE CFC.,A,2012/09/13,F039213092012,BUDENA 200 mcg SUSPENSION EN AEROSOL PARA INHALACION ORAL LIBRE DE CFC.,A,BUDESONIDA MICRONIZADA 200 mcg.,BUDESONIDA MICRONIZADA,200 mcg.,SUSPENSION EN AEROSOL PARA INHALACION ORAL,LABORATORIO ALDO-UNION SL,3.3,3.3,24.39,24.95,$24.39 - $24.95
F039218062020,TENSODIPINO® 5 mg,A,2020/06/18,F039218062020,TENSODIPINO® 5 mg,A,Besilato de amlodipino 5 mg.,Besilato de amlodipino,5 mg.,TABLETAS,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
F039225072019,BISOPROLOL 2.5 mg MK TABLETA CUBIERTA,A,2019/07/25,F039225072019,BISOPROLOL 2.5 mg MK TABLETA CUBIERTA,A,Fumarato de bisoprolol 2.5 mg.,Fumarato de bisoprolol,2.5 mg.,TABLETA CON CUBIERTA,"TECNOQUIMICAS, S.A. ,COLOMBIA",,,,,
F039225082016,VITAMINA ADK ADULTOS FG SOLUCION ORAL,A,2016/08/25,F039225082016,VITAMINA ADK ADULTOS FG SOLUCION ORAL,A,Colecalciferol 600 UI + Fitomenadiona 7.5 mg. + VITAMINA A PALMITATO 120 UI,Colecalciferol + Fitomenadiona + VITAMINA A PALMITATO,600 UI + 7.5 mg. + 120 UI,SOLUCION ORAL,LABORATORIO FARMACEUTICO PAILL,,,,,
F039225082022,Vitamicin NF unguento,A,2022/08/25,,,,,,,,,,,,,
F039226102017,TORVA 10 COMPRIMIDOS RECUBIERTOS,A,2017/10/26,F039226102017,TORVA LASCA  10 COMPRIMIDOS RECUBIERTOS,A,Atorvastatina 10 mg.,Atorvastatina,10 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,,,19.94,19.94,$19.94 - $19.94
F039227082015,"BEPROSYNT 50mcg SOLUCIÓN PARA INHALACIÓN, BIOGALENIC",A,2015/08/27,F039227082015,"BEPROSYNT 50mcg SOLUCIÓN PARA INHALACIÓN, BIOGALENIC",A,BECLOMETASONA DIPROPIONATO 50 mcg.,BECLOMETASONA DIPROPIONATO,50 mcg.,SOLUCION PARA INHALACION,JEWIM PHARMACEUTICAL (SHANDONG) CO. LTD,0.08,0.08,16.36,16.36,$16.36 - $16.36
F039301112018,UROFLOX 400 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,A,2018/11/01,F039301112018,UROFLOX 400 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,A,NORFLOXACINO 400 mg.,NORFLOXACINO,400 mg.,COMPRIMIDOS RECUBIERTOS,"BIAL-PORTELA &  Cª, S.A",,,9.46,9.46,$9.46 - $9.46
F039303092008,CARDISPAN 1g/5mL SOLUCION INYECTABLE,A,2008/09/03,F039303092008,CARDISPAN 1g/5mL SOLUCION INYECTABLE,A,Levocarnitina 1 g.,Levocarnitina,1 g.,SOLUCION INYECTABLE,"LABORATORIOS GROSSMAN, S.A.",0.99,0.99,24.66,24.66,$24.66 - $24.66
F039308072021,AMPICILINA BALAXI 500 mg CAPSULAS,A,2021/07/08,,,,,,,,,,,,,
F039309062004,RODIXINA 500 mg TABLETAS RECUBIERTAS,A,2004/06/09,F039309062004,RODIXINA 500 mg TABLETAS RECUBIERTAS,A,LEVOFLOXACINA ANHIDRA 500 mg.,LEVOFLOXACINA ANHIDRA,500 mg.,TABLETA RECUBIERTA,"FARMACEUTICA RODIM, S.A. DE C.V.",3.59,3.59,25.15,25.15,$25.15 - $25.15
F039310021999,SOLUCION DX-CS PISA SOLUCION INYECTABLE,A,1999/02/10,F039310021999,SOLUCION DX-CS PISA SOLUCION INYECTABLE,A,CLORURO DE SODIO 0.9 g. + GLUCOSA 5 g.,CLORURO DE SODIO + GLUCOSA,0.9 g. + 5 g.,SOLUCION INYECTABLE,"LABORATORIOS PISA, S.A. DE C.V.  (TLAJOMULCO)",0,0,2.27,2.66,$2.27 - $2.66
F039310082011,VIGADEXA SOLUCION OFTALMICA (ESTERIL),A,2011/08/10,F039310082011,VIGADEXA SOLUCION OFTALMICA (ESTERIL),A,MOXIFLOXACINA HCl 5.45 mg. + Dexametasona fosfato sódico 1.1 mg.,MOXIFLOXACINA HCl + Dexametasona fosfato sódico,5.45 mg. + 1.1 mg.,SOLUCION OFTALMICA ESTERIL,NOVARTIS BIOCIENCIAS  S.A.,4.42,4.42,22.12,22.12,$22.12 - $22.12
F039318062020,TENSODIPINO® 10 mg,A,2020/06/18,F039318062020,TENSODIPINO® 10 mg,A,Besilato de amlodipino 10 mg.,Besilato de amlodipino,10 mg.,TABLETAS,LABORATORIOS FARMACEUTICOS RAZEL,,,,,
F039325072019,OPTIVE FUSION ® SOLUCION OFTALMICA,A,2019/07/25,F039325072019,OPTIVE FUSION ® SOLUCION OFTALMICA,A,GLICERINA 9 mg/ml + Carboximetilcelulosa sódica 5 mg/ml,GLICERINA + Carboximetilcelulosa sódica,9 mg/ml + 5 mg/ml,SOLUCION OFTALMICA ESTERIL,ALLERGAN PRODUTOS FARMACEUTICOS LTDA,,,,,
F039325082016,CLINDAMICINA 2% ENMILEN CREMA VAGINAL,A,2016/08/25,F039325082016,CLINDAMICINA 2% ENMILEN CREMA VAGINAL,A,CLINDAMICINA 2 g.,CLINDAMICINA,2 g.,CREMA VAGINAL,LABORATORIO FARMACEUTICO ENMILEN,0.39,0.39,15.46,15.46,$15.46 - $15.46
F039325082022,HEMITARTARATO DE ZOLPIDEM EUROFARMA 10 mg COMPRIMIDOS RECUBIERTOS,A,2022/08/25,,,,,,,,,,,,,
F039326102017,TORVA 20 COMPRIMIDOS RECUBIERTOS,A,2017/10/26,F039326102017,TORVA LASCA 20 COMPRIMIDOS RECUBIERTOS,A,ATORVASTATINA CALCICA 21.65 mg.,ATORVASTATINA CALCICA,21.65 mg.,COMPRIMIDOS RECUBIERTOS,VICENTE SCAVONE & CÍA. C.E.I.S.A. LABORATORIOS LASCA,,,32.05,32.05,$32.05 - $32.05
F039401112018,CETIRIZINA 10mg FG TABLETAS RECUBIERTAS,A,2018/11/01,F039401112018,CETIRIZINA 10mg FG TABLETAS RECUBIERTAS,A,Cetirizina clorhidrato 10 mg.,Cetirizina clorhidrato,10 mg.,TABLETAS RECUBIERTAS,"WEXFORD LABORATORIES, PVT. LTD.",,,,,
F039402062004,LORATADINA-RODIM 5 mg/5 mL JARABE,A,2004/06/02,F039402062004,LORATADINA-RODIM 5 mg/5 mL JARABE,A,Loratadina 5 mg.,Loratadina,5 mg.,JARABE,"FARMACEUTICA RODIM, S.A. DE C.V.",0.09,0.09,9.15,9.15,$9.15 - $9.15
F039404092014,DESCONGEL GRIPA,A,2014/09/04,F039404092014,DESCONGEL GRIPA,A,Clorhidrato de fenilefrina 10 mg. + Loratadina 5 mg. + Acetaminofén 500 mg.,Clorhidrato de fenilefrina + Loratadina + Acetaminofén,10 mg. + 5 mg. + 500 mg.,CAPSULAS DE GELATINA BLANDA,LABORATORIOS CHALVER DE COLOMBIA S.A.,0.97,0.97,9.68,9.68,$9.68 - $9.68
F039405092007,ZOLTUM (PANTOPRAZOL) 20mg COMPRIMIDOS CON CUBIERTA ENTERICA ,A,2007/09/05,F039405092007,ZOLTUM (PANTOPRAZOL) 20mg COMPRIMIDOS CON CUBIERTA ENTERICA ,A,PANTOPRAZOL SODICO SESQUIHIDRATO 22.55 mg.,PANTOPRAZOL SODICO SESQUIHIDRATO,22.55 mg.,COMPRIMIDOS CON CUBIERTA ENTERICA,MONTE VERDE S.A.,1.52,1.52,21.35,21.35,$21.35 - $21.35
F039406062013,CEUMID SOLUCION 100 mg/mL,A,2013/06/06,F039406062013,CEUMID SOLUCION 100 mg/mL,A,Levetiracetam 100 mg.,Levetiracetam,100 mg.,SOLUCION,MEGALABS URUGUAY S.A.,0.18,0.18,26.98,28.32,$26.98 - $28.32
